Name,DFS Guru,Last 5 Games Avg,RotoQL,Season Avg
Lauri Markkanen,0.0,0.0,0.0,0.0
Myles Turner,25.06287333,29.4,24.80303815,25.3
Tyreke Evans,26.03384135,25.05,24.17429811,21.1
Cedi Osman,26.93624773,24.8,28.02195726,23.7
Larry Nance Jr.,23.20914353,23.65,22.47801003,22.6
Nicolas Batum,28.2425381,20.4,28.09130053,24.6
Dario Saric,22.64398424,23.85,20.9052247,23.2
Bobby Portis,0.0,0.0,0.0,0.0
Justin Holiday,26.07325073,35.55,26.60461179,27.2
Derrick Favors,23.87730468,25.0,25.14701696,25.0
Eric Gordon,29.79597346,22.95,28.0670651,23.5
Bojan Bogdanovic,21.70988103,27.9,22.77736405,24.1
Brook Lopez,27.27120202,18.85,26.86551223,22.5
Darren Collison,22.6278636,19.4,22.01742304,20.5
Cory Joseph,19.07898544,26.0,18.483777,20.0
Jaylen Brown,0.0,0.0,0.0,0.0
Taj Gibson,18.8625308,20.55,19.0689647,24.8
Markieff Morris,25.57317271,21.9,24.9652698,21.8
Kelly Oubre Jr.,22.6072186,24.25,22.71881108,22.1
Rodney Hood,25.74269352,20.25,26.50454811,21.3
Jae Crowder,22.10151993,23.1,23.4305834,24.2
Marcus Smart,23.55352393,21.05,23.50986532,18.9
Thaddeus Young,22.90130179,22.0,22.97097074,21.5
Cody Zeller,24.85512973,25.05,24.95805386,21.9
Alec Burks,15.58216706,13.85,16.33698675,13.6
Jeff Green,19.02174366,21.65,19.44617456,21.4
Terrence Ross,21.82817914,18.15,20.75346307,22.8
Jonas Jerebko,18.98417728,19.65,19.35362549,17.1
Sam Dekker,0.0,17.8,0.0,0.0
Terry Rozier,23.45932392,15.5,22.7765939,18.2
P.J. Tucker,22.97115112,17.6,21.58145545,20.9
Pau Gasol,0.0,0.0,0.0,0.0
James Ennis III,20.13452608,17.4,19.54048286,15.3
Patty Mills,16.93479237,19.3,17.71225291,19.5
George Hill,0.0,0.0,0.0,0.0
D.J. Augustin,22.09554069,23.8,22.18203392,22.4
Bryn Forbes,19.07003363,20.65,19.16843644,20.6
Kevon Looney,14.07249832,17.6,14.04693588,16.7
David Nwaba,0.0,0.0,0.0,0.0
Dante Cunningham,17.43851268,18.9,16.9122996,14.9
Marvin Williams,21.48790926,22.9,21.48152938,19.5
Marco Belinelli,16.40361056,14.75,15.7265191,16.8
Aaron Holiday,18.90067132,20.0,19.50564383,11.8
Ryan Arcidiacono,19.44409614,16.75,20.87078048,18.5
Andre Iguodala,20.70575877,16.45,20.70807269,15.3
Miles Bridges,16.02999673,16.9,16.28523498,16.6
Davis Bertans,14.42199266,13.65,14.77694115,13.4
Austin Rivers,15.42389759,13.25,14.51409203,14.2
Tony Parker,15.5640794,17.7,15.79898564,18.4
Derrick White,9.208539353,6.5,8.737162001,12.1
Royce O'Neale,16.36859067,9.7,15.42097593,9.0
Jonathan Isaac,18.2141134,20.4,17.57994401,18.9
Damian Jones,17.50842123,15.45,16.26528519,14.4
Carmelo Anthony,0.0,21.35,0.0,0.0
Tomas Satoransky,18.26544405,19.1,18.70088973,12.1
Gorgui Dieng,10.32510936,15.2,10.03430976,14.2
Antonio Blakeney,17.87956908,14.95,18.92768179,15.6
Pat Connaughton,12.65314771,16.55,14.50254235,17.4
Gary Clark,14.8204522,12.2,13.88488395,11.3
Thomas Bryant,16.90538356,14.35,17.87771443,10.4
Dante Exum,15.80762584,12.35,14.83102502,13.2
Jordan Bell,13.96293978,11.75,13.58993616,10.7
Michael Kidd-Gilchrist,19.74528016,18.75,20.74732547,21.1
Ersan Ilyasova,17.33204535,10.6,16.6649564,18.1
Frank Kaminsky,9.422743692,15.1,10.08798206,10.7
Josh Okogie,0.0,10.65,0.0,0.0
Mohamed Bamba,14.09894978,13.8,13.11990274,17.2
Cheick Diallo,0.0,11.5,0.0,0.0
Malik Monk,11.41159431,15.55,11.94159192,19.4
Gerald Green,0.0,0.0,0.0,0.0
Kyle Korver,14.41093383,12.1,14.20877708,10.2
Kyle O'Quinn,0.0,5.75,0.0,0.0
Shaquille Harrison,15.76328882,17.4,15.36821317,18.2
Nene Hilario,0.0,0.0,0.0,0.0
Tyus Jones,8.025882105,13.4,7.551111385,13.5
J.R. Smith,0.0,15.25,0.0,0.0
Guillermo Hernangomez,0.0,16.4,0.0,0.0
Grayson Allen,6.752260138,4.75,6.708056063,5.6
Alfonzo McKinnie,0.0,0.0,0.0,0.0
Aron Baynes,13.38237246,16.0,14.05856631,14.8
Sterling Brown,0.0,9.15,0.0,0.0
Jakob Poeltl,12.51671693,13.05,13.66704146,11.0
Doug McDermott,11.88907868,10.3,11.0027153,9.4
Jonathon Simmons,14.54269182,16.25,13.93422102,15.8
Wesley Johnson,16.29320311,12.75,16.28411477,13.0
Isaiah Hartenstein,9.115526946,7.3,8.916550167,6.5
Andrew Harrison,12.79810501,13.8,12.45714069,10.0
Darius Miller,12.29022382,12.65,11.99522466,11.2
Ante Zizic,7.035562708,11.45,6.722156188,7.8
Jerian Grant,13.24220451,10.3,12.93529205,14.5
Ian Clark,10.51037325,8.95,10.01777767,9.2
Cameron Payne,0.0,6.85,0.0,0.0
Jason Smith,0.0,5.85,0.0,0.0
Matthew Dellavedova,0.0,6.4,0.0,0.0
Dwayne Bacon,8.047907094,15.9,8.82789552,12.4
Thabo Sefolosha,9.613037039,8.45,9.88844752,7.4
TJ Leaf,4.633133006,6.15,4.451696105,4.9
John Henson,0.0,0.0,0.0,0.0
Chandler Hutchison,12.21412554,14.15,12.51572087,12.5
Drew Eubanks,0.0,2.75,0.0,0.0
Vincent Edwards,0.0,4.75,0.0,0.0
Alize Johnson,0.0,2.3333333333333335,0.0,0.0
Quincy Pondexter,0.0,3.1,0.0,0.0
C.J. Williams,0.0,3.5,0.0,0.0
Trevon Bluiett,0.0,0.0,0.0,0.0
Billy Preston,0.0,0.0,0.0,0.0
Devin Robinson,0.0,10.25,0.0,0.0
Lonnie Walker IV,0.0,0.0,0.0,0.0
Isaiah Briscoe,0.0,2.5,0.0,0.0
Tony Bradley,0.0,3.0,0.0,0.0
Shaun Livingston,12.7258043,15.25,12.57210008,12.8
Melvin Frazier,0.0,-0.25,0.0,0.0
Tim Frazier,0.0,4.35,0.0,0.0
Jacob Evans III,2.988447867,2.5,2.556939256,2.7
Thon Maker,8.60965823,12.3,9.266157474,12.4
Semi Ojeleye,7.885355595,6.7,8.530241587,5.2
Tyler Ulis,0.0,32.0,0.0,0.0
Cristiano Felicio,6.240630666,3.6,6.008410428,9.5
Jaylen Morris,0.0,10.5,0.0,0.0
Brad Wanamaker,0.0,5.75,0.0,0.0
Tyler Cavanaugh,0.0,8.15,0.0,0.0
Luol Deng,0.0,8.0,0.0,0.0
Troy Caupain,0.0,0.0,0.0,0.0
Davon Reed,0.0,3.2,0.0,0.0
Chimezie Metu,0.0,5.15,0.0,0.0
Christian Wood,0.0,7.4,0.0,0.0
Jabari Bird,0.0,0.0,0.0,0.0
Keita Bates-Diop,0.0,4.875,0.0,0.0
Robert Williams,0.0,5.45,0.0,0.0
James Nunnally,0.0,5.35,0.0,0.0
Kenrich Williams,0.0,2.25,0.0,0.0
Jordan McRae,0.0,4.0,0.0,0.0
Amile Jefferson,0.0,0.0,0.0,0.0
Edmond Sumner,0.0,1.25,0.0,0.0
Denzel Valentine,0.0,0.0,0.0,0.0
Anthony Tolliver,0.0,8.25,0.0,0.0
Solomon Hill,0.0,9.55,0.0,0.0
Marquese Chriss,0.0,3.5,0.0,0.0
Troy Brown,0.0,2.6,0.0,0.0
D.J. Wilson,0.0,0.0,0.0,0.0
Jarell Martin,0.0,7.75,0.0,0.0
Damion Lee,15.51977934,14.25,15.00225799,10.1
Ekpe Udoh,0.0,2.15,0.0,0.0
Marcus Derrickson,0.0,1.375,0.0,0.0
Guerschon Yabusele,0.0,6.65,0.0,0.0
Robin Lopez,9.09921349,13.1,8.858327047,10.3
Khem Birch,0.0,4.2,0.0,0.0
Dejounte Murray,0.0,0.0,0.0,0.0
Jahlil Okafor,0.0,10.15,0.0,0.0
Frank Jackson,6.256160635,6.15,5.709762214,6.6
PJ Dozier,0.0,1.375,0.0,0.0
Devonte' Graham,0.0,7.0,0.0,0.0
Brandon Knight,0.0,0.0,0.0,0.0
Nazareth Mitrou-Long,0.0,0.0,0.0,0.0
Trevon Duval,0.0,0.0,0.0,0.0
Okaro White,0.0,6.6,0.0,0.0
Ian Mahinmi,0.0,10.25,0.0,0.0
Ike Anigbogu,0.0,2.15,0.0,0.0
Joe Chealey,0.0,0.0,0.0,0.0
Tony Snell,8.989582223,9.5,9.841014444,10.9
J.P. Macura,0.0,0.0,0.0,0.0
Timofey Mozgov,0.0,8.0,0.0,0.0
Daniel Theis,0.0,10.1,0.0,0.0
Jodie Meeks,0.0,0.0,0.0,0.0
Georges Niang,0.0,2.85,0.0,0.0
Jerryd Bayless,0.0,0.0,0.0,0.0
Bismack Biyombo,0.0,5.7,0.0,0.0
Michael Carter-Williams,5.539040012,6.4,5.070634629,10.0
Wes Iwundu,9.540246594,7.95,9.179042132,10.1
Raul Neto,7.788506431,9.6,7.916460659,9.4
Zhou Qi,0.0,0.0,0.0,0.0
Channing Frye,7.920114645,10.2,7.956911322,7.9
Rawle Alkins,0.0,0.0,0.0,0.0
Jared Terrell,0.0,12.25,0.0,0.0
Donte DiVincenzo,14.50136892,7.15,14.63340083,13.4
