"Wade Baldwin",3000,POR,PG,NYK,6.3968,3.2,3.2
"Anfernee Simons",3000,POR,SG,NYK,8.56814,1.79046,6.86
"Meyers Leonard",3100,POR,C,NYK,25.54722,10.39014,12.78
"D'Angelo Russell",7300,BKN,PG/SG,MIA,64.0593,19.51164,39.18
"Jason Smith",3200,WAS,PF/C,LAC,15.18632,7.76,7.76
"Jerian Grant",3200,ORL,PG,TOR,18.86125,8.3849,9.55
"Jonathan Isaac",3500,ORL,PF,TOR,42.2991,19.63028,21.86
"Terrence Ross",4700,ORL,SG/SF,TOR,33.3788,15.60734,18.34
"Nikola Vucevic",8300,ORL,C,TOR,61.94772,19.43211,41.97
"Jonathon Simmons",3300,ORL,SG/SF,TOR,32.23314,14.9076,18.18
"Mohamed Bamba",3400,ORL,C,TOR,19.90398,3.01727,16.67
"Lorenzo Brown",3000,TOR,PG,ORL,6.43678,3.22,3.22
"Malachi Richardson",3000,TOR,SG,ORL,15.43228,7.72,7.72
"Isaiah Briscoe",3000,ORL,PG,TOR,1.51638,0.22987,1.27
"Aaron Gordon",6900,ORL,SF/PF,TOR,58.02355,20.9391,38.35
"Wesley Iwundu",3100,ORL,SG,TOR,12.6819,4.66389,6.93
"Serge Ibaka",6000,TOR,PF/C,ORL,51.72916,18.45924,30.92
"Pascal Siakam",6400,TOR,PF,ORL,48.4554,15.8182,27.8
"Kawhi Leonard",9500,TOR,SG/SF,ORL,71.2116,22.1064,45.3
"Danny Green",4500,TOR,SG/SF,ORL,37.04628,15.43595,22.21
"Jonas Valanciunas",5200,TOR,C,ORL,51.69414,22.42062,25.86
"Fred VanVleet",4900,TOR,PG/SG,ORL,42.14597,18.41503,22.43
"Evan Fournier",5600,ORL,SG/SF,TOR,44.6255,15.4542,29.95
"D.J. Augustin",4300,ORL,PG,TOR,45.65187,14.0766,24.27
"Delon Wright",3600,TOR,PG/SG,ORL,35.56432,14.65926,18.37
"Patrick Beverley",4600,LAC,PG/SG,WAS,34.99496,14.06496,20.93
"Shai Gilgeous-Alexander",5000,LAC,PG,WAS,37.16523,9.93232,26.99
"Markieff Morris",4900,WAS,SF/PF,LAC,39.606,12.76576,22.96
"Otto Porter",5100,WAS,SF/PF,LAC,44.14868,17.18026,25.49
"Bradley Beal",7800,WAS,SG,LAC,71.04708,26.47308,38.76
"John Wall",9000,WAS,PG,LAC,59.03576,17.85428,44.86
"Dwight Howard",6200,WAS,C,LAC,48.27718,14.92897,29.33
"Kelly Oubre",4600,WAS,SG/SF,LAC,39.80009,16.30629,19.91
"Tomas Satoransky ",3200,WAS,PG/SG,LAC,18.82606,7.87684,10.31
"Austin Rivers",3300,WAS,PG/SG,LAC,29.748,13.1052,16.08
"Jeff Green",4200,WAS,SF/PF,LAC,31.6,12.496,16
"Tyrone Wallace",3000,LAC,PG/SG,WAS,2.64939,1.41,1.41
"Milos Teodosic",3000,LAC,PG,WAS,3.33833,1.50801,1.67
"Marcin Gortat",3700,LAC,C,WAS,24.98104,8.59083,14.39
"Danilo Gallinari",5900,LAC,SF/PF,WAS,54.1155,18.93075,32.25
"Tobias Harris",7600,LAC,SF/PF,WAS,60.44163,21.14119,38.23
"Lou Williams",6200,LAC,PG/SG,WAS,51.07518,17.42364,28.47
"Montrezl Harrell",6600,LAC,PF/C,WAS,60.19568,26.77268,34.28
"Boban Marjanovic",3500,LAC,C,WAS,7.55622,3.6855,3.78
"Mike Scott",3300,LAC,SF/PF,WAS,24.92753,14.66472,12.47
"Avery Bradley",3500,LAC,SG,WAS,30.16491,15.09,15.09
"Kyle Lowry",7700,TOR,PG,ORL,67.05723,21.71033,40.13
