"Daniel Theis",3000,BOS,PF/C,UTA,11.57421,5.22837,5.79
"De'Aaron Fox",6900,SAC,PG,HOU,54.08074,18.70323,36.89
"Buddy Hield",5900,SAC,SG/SF,HOU,52.72938,19.8253,29.59
"Iman Shumpert",3600,SAC,SG/SF,HOU,31.95668,13.37765,18.71
"Aron Baynes",3400,BOS,C,UTA,22.62684,9.92026,12.01
"Marcus Morris",5700,BOS,SF/PF,UTA,45.4772,18.9036,23.6
"Jayson Tatum",5900,BOS,SF/PF,UTA,44.43168,15.61678,29.86
"Al Horford",6100,BOS,PF/C,UTA,50.75136,16.91712,32.04
"Terry Rozier",4000,BOS,PG/SG,UTA,38.28916,17.36891,20.41
"Marcus Smart",3800,BOS,PG/SG,UTA,41.01948,15.53364,20.52
"Jabari Parker",5700,CHI,SF/PF,TOR,58.78494,18.78147,35.37
"Wendell Carter",5200,CHI,C,TOR,46.8901,10.7559,35.15
"Patrick Patterson",3000,OKC,PF/C,PHO,26.72663,11.32439,13.37
"Nerlens Noel",3500,OKC,C,PHO,31.44,13.616,16
"Hamidou Diallo",3200,OKC,SG,PHO,12.55968,2.45952,10.08
"Raymond Felton",3400,OKC,PG/SG,PHO,40.65966,18.1026,20.34
"Alex Abrines",3300,OKC,SG/SF,PHO,42.63867,21.33,21.33
"Steven Adams",7200,OKC,C,PHO,61.89804,26.29368,39.96
"Jerami Grant",4600,OKC,SF/PF,PHO,51.30345,20.0277,28.05
"Jalen Brunson",3100,DAL,PG,GSW,11.60841,1.87572,9.57
"Jacob Evans",3000,GSW,SG,DAL,9.60666,1.88124,7.71
"Dennis Schroder",7900,OKC,PG/SG,PHO,65.4534,20.0376,41.4
"Paul George",9900,OKC,SF/PF,PHO,74.82035,28.1204,45.65
"Isaiah Canaan",4100,PHO,PG,OKC,33.63906,12.726,21.21
"Devin Booker",8000,PHO,PG/SG,OKC,67.41673,20.95437,38.59
"De'Anthony Melton",3000,PHO,SG,OKC,16.23067,2.91059,12.71
"Ryan Anderson",3000,PHO,PF/C,OKC,15.4638,8.52,8.52
"Timothe Luwawu-Cabarrot",3000,OKC,SG,PHO,21.74712,11.47,11.47
"Russell Westbrook",10500,OKC,PG,PHO,2,1,1.25
"Jamal Crawford",3100,PHO,PG/SG,OKC,27.02648,13.52,13.52
"Josh Jackson",3400,PHO,SF,OKC,36.4524,14.2746,22.2
"Mikal Bridges",3700,PHO,SF,OKC,29.44704,6.7921,21.91
"TJ Warren",6000,PHO,SF/PF,OKC,45.1205,16.68003,29.11
"Deandre Ayton",6800,PHO,C,OKC,44.54016,10.2734,33.14
"Richaun Holmes",3300,PHO,PF/C,OKC,39.0848,13.51104,19.84
"Devin Harris",3200,DAL,PG/SG,GSW,31.08445,15.55,15.55
"Dwight Powell",3500,DAL,PF/C,GSW,28.18858,12.28063,15.37
"Quinn Cook",5400,GSW,PG,DAL,41.82255,15.48155,24.85
"Greg Monroe",3700,TOR,C,CHI,33.45057,12.87654,20.31
"Klay Thompson",7300,GSW,SG,DAL,59.175,21.825,37.5
"Kevin Durant",10600,GSW,SF/PF,DAL,84.24374,28.89466,55.46
"Jonas Jerebko",3700,GSW,SF/PF,DAL,37.60536,14.08074,21.27
"Malachi Richardson",3000,TOR,SG,CHI,23.50824,11.76,11.76
"Cameron Payne",3100,CHI,PG/SG,TOR,33.74312,14.65184,16.88
"Chandler Hutchison",3200,CHI,SG,TOR,21.6711,3.28515,18.15
"Antonio Blakeney",3200,CHI,PG,TOR,48.70551,20.11695,24.99
"Robin Lopez",3000,CHI,C,TOR,40.1799,20.1,20.1
"Shaquille Harrison",3500,CHI,PG,TOR,32.55645,13.41565,17.09
"Damian Jones",3300,GSW,C,DAL,34.3232,12.1619,17.3
"Andre Iguodala",3800,GSW,SG/SF,DAL,38.26914,12.41734,21.19
"Luka Doncic",6700,DAL,PG,GSW,46.28337,14.50141,35.63
"DeAndre Jordan",6600,DAL,C,GSW,56.49576,23.07682,38.59
"J.J. Barea",4800,DAL,PG/SG,GSW,42.50451,17.71224,24.33
"Maxi Kleber",3300,DAL,PF,GSW,27.244,11.606,14
"Harrison Barnes",5700,DAL,SF/PF,GSW,45.3583,17.56686,30.34
"Dorian Finney-Smith",3800,DAL,SF,GSW,30.9043,11.33405,18.55
"Kevon Looney",3700,GSW,PF/C,DAL,36.44193,16.17378,20.37
"Jordan Bell",3400,GSW,PF,DAL,29.92272,13.06224,15.44
"Shaun Livingston",3000,GSW,PG,DAL,32.72665,13.62603,17.27
"Dennis Smith Jr.",5300,DAL,PG,GSW,45.08998,15.97766,28.43
"Mohamed Bamba",3700,ORL,C,LAL,20.14793,3.25556,16.61
"Jonathon Simmons",3400,ORL,SG/SF,LAL,26.11882,12.03111,14.69
"Victor Oladipo",9600,IND,PG/SG,ATL,78.80518,31.0503,48.14
"Darren Collison",4500,IND,PG,ATL,42.72821,16.51046,26.89
"Bojan Bogdanovic",5000,IND,SG/SF,ATL,43.20295,19.28412,23.29
"Thaddeus Young",4300,IND,SF/PF,ATL,39.78612,12.6474,23.64
"Myles Turner",4600,IND,C,ATL,48.85103,19.04707,25.43
"Alex Poythress",3100,ATL,SF,IND,40.09994,17.89352,20.06
"Vince Carter",3200,ATL,SG,IND,12.22749,5.44617,6.21
"Dewayne Dedmon",4300,ATL,PF/C,IND,38.0016,15.7248,20.8
"Kevin Huerter",3300,ATL,SG,IND,24.31803,5.08167,19.47
"Jeremy Lin",3900,ATL,PG/SG,IND,36.9551,15.6767,20.15
"Omari Spellman",4200,ATL,PF,IND,15.78736,3.29904,12.64
"Domantas Sabonis",6400,IND,PF/C,ATL,59.47929,26.39754,33.93
"Tyreke Evans",3900,IND,SG/SF,ATL,35.92404,12.93816,22.94
"Juan Hernangomez",4100,DEN,SF/PF,NOP,47.07645,15.5901,23.55
"Paul Millsap",6200,DEN,PF/C,NOP,50.719,19.25808,30.28
"Nikola Jokic",9200,DEN,C,NOP,74.2334,19.12,47.8
"Monte Morris",4300,DEN,PG,NOP,29.46864,13.5401,16.82
"Gary Harris",6000,DEN,SG,NOP,51.0656,18.87488,32.32
"Jamal Murray",6300,DEN,PG/SG,NOP,63.67842,22.30308,34.74
"Cory Joseph",3600,IND,PG,ATL,36.14192,14.62672,18.08
"Doug McDermott",3000,IND,SF/PF,ATL,16.53173,8.27,8.27
"TJ Leaf",3000,IND,PF,ATL,13.83308,6.92,6.92
"Tyler Dorsey",3000,ATL,PG,IND,6.3342,2.56284,3.24
"Alex Len",4400,ATL,C,IND,32.59396,11.85773,19.73
"John Collins",5500,ATL,C,IND,35.60004,12.04119,19.39
"Boban Marjanovic",3600,LAC,C,BKN,19.45027,9.48675,9.73
"Mike Scott",3200,LAC,SF/PF,BKN,27.28635,16.0524,13.65
"D'Angelo Russell",6600,BKN,PG/SG,LAC,56.0994,17.39925,35.15
"Allen Crabbe",3700,BKN,SG/SF,LAC,45.5139,15.9651,24.3
"Joe Harris",4400,BKN,SG/SF,LAC,41.82885,16.29252,24.39
"Montrezl Harrell",6200,LAC,PF/C,BKN,56.18246,24.94514,31.94
"Shai Gilgeous-Alexander",5300,LAC,PG,BKN,31.52039,4.90435,26.51
"Tobias Harris",7200,LAC,SF/PF,BKN,57.7485,20.4057,36.9
"Danilo Gallinari",5800,LAC,SF/PF,BKN,52.3066,17.83466,31.51
"Marcin Gortat",3400,LAC,C,BKN,25.19782,8.68038,14.54
"Lou Williams",6000,LAC,PG/SG,BKN,61.4445,20.961,34.25
"Jared Dudley",3300,BKN,SF/PF,LAC,25.90263,10.20591,15.21
"Jarrett Allen",5100,BKN,C,LAC,45.28624,16.94744,27.92
"Sindarius Thornwell",3000,LAC,SG,BKN,16.09195,8.05,8.05
"Trae Young",6600,ATL,PG,IND,37.8399,3.81808,34.09
"Kent Bazemore",5500,ATL,SG/SF,IND,49.11393,13.86678,29.01
"DeAndre Bembry",4000,ATL,SF,IND,38.9064,13.25948,22.36
"Tyrone Wallace",3000,LAC,PG/SG,BKN,14.11605,7.41,7.41
"Shabazz Napier",3500,BKN,PG/SG,LAC,24.14792,9.82104,12.08
"Rondae Hollis-Jefferson",5600,BKN,PF/C,LAC,57.23137,22.21688,28.63
"Spencer Dinwiddie",5700,BKN,PG/SG,LAC,50.89392,19.23768,27.72
"Ed Davis",4300,BKN,PF/C,LAC,33.12343,12.37779,16.57
"DeMarre Carroll",4000,BKN,SF/PF,LAC,42.83857,16.54396,21.43
"Trey Lyles",4400,DEN,SF/PF,NOP,48.02236,22.24794,25.93
"Malik Beasley",3200,DEN,SG,NOP,30.06496,15.04,15.04
"Brandon Ingram",5800,LAL,SG/SF,ORL,57.25242,19.62576,31.86
"Lonzo Ball",5400,LAL,PG,ORL,50.11706,16.14424,31.78
"LeBron James",11200,LAL,SF/PF,ORL,79.10289,20.89411,52.63
"Kyle Kuzma",5700,LAL,SF/PF,ORL,44.9055,16.28925,29.35
"JaVale McGee",6000,LAL,C,ORL,47.5228,17.51876,28.12
"Dwayne Bacon",3000,CHA,SG,PHI,19.86737,9.24807,10.31
"Guillermo Hernangomez",3500,CHA,C,PHI,36.82158,17.83056,18.42
"Cody Zeller",4100,CHA,C,PHI,36.52264,12.11672,21.56
"Malik Monk",4300,CHA,SG,PHI,36.77245,16.78875,20.35
"Miles Bridges",3800,CHA,SF,PHI,23.97552,3.63448,20.08
"Tony Parker",3900,CHA,PG,PHI,33.07521,16.73,16.73
"Josh Hart",4000,LAL,SG,ORL,36.60888,14.6916,18.48
"Lance Stephenson",3300,LAL,SG/SF,ORL,32.56371,12.99942,16.29
"Nikola Vucevic",8400,ORL,C,LAL,60.97024,19.2603,41.42
"Terrence Ross",5100,ORL,SG/SF,LAL,42.48146,19.89638,23.38
"Jerian Grant",3400,ORL,PG,LAL,33.24875,14.673,16.75
"Wesley Iwundu",3200,ORL,SG,LAL,13.43328,6.72,6.72
"Aaron Gordon",7700,ORL,SF/PF,LAL,58.95516,21.30018,38.94
"Jonathan Isaac",3600,ORL,PF,LAL,36.10494,14.86446,19.38
"Kentavious Caldwell-Pope",3000,LAL,SG/SF,ORL,26.06696,11.37088,13.04
"Tyson Chandler",3400,LAL,C,ORL,35.44227,17.73,17.73
"D.J. Augustin",4400,ORL,PG,LAL,44.3208,13.7116,23.6
"Evan Fournier",5600,ORL,SG/SF,LAL,49.98,17.29308,33.32
"Marvin Williams",4000,CHA,SF/PF,PHI,47.138,20.46655,24.05
"Nicolas Batum",5700,CHA,SG/SF,PHI,50.87629,22.45186,31.27
"Ian Clark",3100,NOP,PG/SG,DEN,21.17691,11.07,11.07
"Julius Randle",6500,NOP,PF/C,DEN,51.8833,23.8127,31.54
"Darius Miller",3200,NOP,SF/PF,DEN,24.26786,12.14,12.14
"Wesley Johnson",3500,NOP,SF/PF,DEN,31.36431,15.69,15.69
"Tim Frazier",3000,NOP,PG/SG,DEN,25.24737,10.78602,12.63
"Anthony Davis",11100,NOP,PF/C,DEN,92.512,30.18204,57.82
"Nikola Mirotic",7100,NOP,SF/PF,DEN,65.74818,23.11983,37.23
"Mason Plumlee",3400,DEN,PF/C,NOP,32.14392,13.12128,16.08
"Torrey Craig",3100,DEN,SG/SF,NOP,4.90325,2.48325,2.75
"Jrue Holiday",8100,NOP,PG/SG,DEN,65.15288,19.14328,41.08
"E'Twaun Moore",5300,NOP,SG/SF,DEN,40.9165,15.44738,22.42
"Ben Simmons",8500,PHI,PG/SF,CHA,64.68292,17.66725,41.57
"J.J. Redick",5500,PHI,SG/SF,CHA,51.35468,20.10798,32.38
"Furkan Korkmaz",3300,PHI,SG,CHA,18.49075,9.25,9.25
"Amir Johnson",3100,PHI,PF/C,CHA,11.359,4.73394,6.14
"Kemba Walker",9500,CHA,PG,PHI,68.04753,21.64163,43.37
"Jeremy Lamb",5100,CHA,SG/SF,PHI,46.11745,16.92775,28.45
"Mike Muscala",3400,PHI,PF/C,CHA,40.89954,20.46,20.46
"Landry Shamet",3200,PHI,PG,CHA,15.66222,3.06708,12.57
"Jimmy Butler",7500,PHI,SG/SF,CHA,61.75732,21.3895,38.89
"Wilson Chandler",3700,PHI,SF/PF,CHA,33.2673,13.2957,18.7
"Joel Embiid",10700,PHI,C,CHA,76.2192,22.81283,52.93
"Markelle Fultz",3600,PHI,PG/SG,CHA,32.35872,12.89976,18.22
"Patrick Beverley",4700,LAC,PG/SG,BKN,37.67648,14.8368,22.48
