,GID,"Last, First",First  Last,Date,Team,Opp,H/A,GameID,GTime(ET),Team pts,Opp pts,Start,Minutes,GP,active,FDP,DKP,DDP,YHP,Stats,DoubleD,TripleD,FD Sal,FD Change,DK Sal,DK Change,DD Sal,DD Change,YH Sal,YH Change,FD pos,DK pos,DD pos,YH pos,ADI,VMI
0,5679,"Eubanks, Drew",Drew Eubanks,20181107,sas,mia,A,20181107-sas-mia,19.5,88,95,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,4,5,,4,66.62,-2.99
1,5679,"Eubanks, Drew",Drew Eubanks,20181104,sas,orl,H,20181104-orl-sas,19,110,117,0,0,0,1,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,4,5,,4,63.92,-0.29
2,5679,"Eubanks, Drew",Drew Eubanks,20181103,sas,nor,H,20181103-nor-sas,20.5,109,95,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,4,5,,4,63.47,-0.21
3,5679,"Eubanks, Drew",Drew Eubanks,20181031,sas,pho,A,20181031-sas-pho,22.5,120,90,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,4,5,,4,62.23,+1.84
4,5679,"Eubanks, Drew",Drew Eubanks,20181029,sas,dal,H,20181029-dal-sas,20.5,113,108,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,4,45,,4,64.01,+0.06
5,5679,"Eubanks, Drew",Drew Eubanks,20181027,sas,lal,H,20181027-lal-sas,20.5,110,106,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,4,5,,4,64.29,-0.08
6,5679,"Eubanks, Drew",Drew Eubanks,20181024,sas,ind,H,20181024-ind-sas,20.5,96,116,0,2.85,1,1,2,2,2,2,2pt 2-2ft,0,0,3500,0, 3000,0,,,10,0,4,45,,4,63.83,+0.79
7,5679,"Eubanks, Drew",Drew Eubanks,20181022,sas,lal,A,20181022-sas-lal,22.5,143,142,0,0,0,1,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,4,5,,4,65.47,-0.12
8,5679,"Eubanks, Drew",Drew Eubanks,20181020,sas,por,A,20181020-sas-por,22,108,121,0,3.46666666666667,1,1,2,2,1.75,2,2pt 1-2fg,0,0,3500,0, 3000,0,,,10,0,4,5,,4,66.48,-2.00
9,5679,"Eubanks, Drew",Drew Eubanks,20181017,sas,min,H,20181017-min-sas,20.5,112,108,0,0,0,1,0,0,0,0,,0,0,3500,, 3000,,,,10,,4,45,,4,65.20,-0.72
10,5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20181107,dal,uta,A,20181107-dal-uta,21,102,117,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,4,3,,3,47.76,+16.15
11,5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20181106,dal,was,H,20181106-was-dal,20.5,119,100,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,4,3,,3,63.28,+0.63
12,5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20181102,dal,nyk,H,20181102-nyk-dal,20.5,106,118,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,4,3,,3,63.97,+0.64
13,5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20181031,dal,lal,A,20181031-dal-lal,22.5,113,114,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,4,3,,3,66.07,-1.84
14,5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20181029,dal,sas,A,20181029-dal-sas,20.5,108,113,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,4,34,,3,64.01,+0.44
15,5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20181028,dal,uta,H,20181028-uta-dal,19,104,113,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,4,3,,3,64.24,+0.21
16,5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20181026,dal,tor,A,20181026-dal-tor,19.5,107,116,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,-100,,,10,0,4,3,,3,65.52,-1.55
17,5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20181024,dal,atl,A,20181024-dal-atl,19,104,111,0,0,0,0,0,0,0,0,,0,0,3500,0, 3100,0,,,10,0,4,34,,3,63.01,+1.52
18,5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20181022,dal,chi,H,20181022-chi-dal,20.5,115,109,0,0,0,0,0,0,0,0,,0,0,3500,0, 3100,0,,,10,0,4,3,,3,64.79,-0.26
19,5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20181020,dal,min,H,20181020-min-dal,20.5,140,136,0,0,0,0,0,0,0,0,,0,0,3500,0, 3100,-100,,,10,0,4,3,,3,65.29,-1.31
20,5669,"Antetokounmpo, Kostas",Kostas Antetokounmpo,20181017,dal,pho,A,20181017-dal-pho,22.5,100,121,0,0,0,0,0,0,0,0,,0,0,3500,, 3200,,,,10,,4,3,,3,62.23,+1.77
21,5684,"Chealey, Joe",Joe Chealey,20181111,cha,det,A,20181111-cha-det,15.5,,,,,,,,,,,,,,3500,0,,,,,10,0,1,,,1,,
22,5684,"Chealey, Joe",Joe Chealey,20181109,cha,phi,A,20181109-cha-phi,19,132,133,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,1,1,,1,65.93,-1.61
23,5684,"Chealey, Joe",Joe Chealey,20181106,cha,atl,H,20181106-atl-cha,19,113,102,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,1,1,,1,64.01,+0.31
24,5684,"Chealey, Joe",Joe Chealey,20181103,cha,cle,H,20181103-cle-cha,19,126,94,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,1,1,,1,65.29,-0.91
25,5684,"Chealey, Joe",Joe Chealey,20181101,cha,okc,H,20181101-okc-cha,19,107,111,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,1,1,,1,63.28,+0.70
26,5684,"Chealey, Joe",Joe Chealey,20181030,cha,mia,H,20181030-mia-cha,19,125,113,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,1,1,,1,64.83,-0.56
27,5684,"Chealey, Joe",Joe Chealey,20181027,cha,phi,A,20181027-cha-phi,19.5,103,105,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,1,1,,1,64.24,-0.05
28,5684,"Chealey, Joe",Joe Chealey,20181026,cha,chi,H,20181026-chi-cha,19,135,106,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,1,1,,1,62.69,+1.50
29,5684,"Chealey, Joe",Joe Chealey,20181024,cha,chi,A,20181024-cha-chi,20,110,112,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,1,1,,1,65.79,-0.04
30,5684,"Chealey, Joe",Joe Chealey,20181022,cha,tor,A,20181022-cha-tor,19.5,106,127,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,1,1,,1,65.75,+0.18
31,5684,"Chealey, Joe",Joe Chealey,20181020,cha,mia,A,20181020-cha-mia,20,113,112,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,1,1,,1,66.62,-1.29
32,5684,"Chealey, Joe",Joe Chealey,20181019,cha,orl,A,20181019-cha-orl,19,120,88,0,0,0,0,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,1,1,,1,66.66,-2.31
33,5684,"Chealey, Joe",Joe Chealey,20181017,cha,mil,H,20181017-mil-cha,19,112,113,0,0,0,0,0,0,0,0,,0,0,3500,, 3000,,,,10,,1,1,,1,64.88,-0.53
34,3816,"Williams, Louis",Louis Williams,20181108,lac,por,A,20181108-lac-por,22,105,116,0,35.5166666666667,1,1,32.1,33.25,29.75,32.1,20pt 3rb 7as 2to 8-22fg 4-4ft,0,0,6200,400, 5900,200,,,21,0,2,12,,2,68.49,-2.82
35,3816,"Williams, Louis",Louis Williams,20181105,lac,min,H,20181105-min-lac,22.5,120,109,0,27.35,1,1,31,31,29,31,20pt 6as 1bl 1to 1trey 7-17fg 5-5ft,0,0,5800,500, 5700,200,,,21,-1,2,12,,2,65.34,+0.33
36,3816,"Williams, Louis",Louis Williams,20181102,lac,orl,A,20181102-lac-orl,19,120,95,0,20.8333333333333,1,1,37.1,39.75,40.5,37.1,28pt 3rb 3as 1st 2to 5trey 7-13fg 9-10ft,0,0,5300,300, 5500,0,,,22,0,2,12,,2,65.84,-0.99
37,3816,"Williams, Louis",Louis Williams,20181101,lac,phi,A,20181101-lac-phi,19,113,122,0,24.4,1,1,29.2,31.25,29.5,29.2,26pt 1rb 2as 1st 4to 2trey 9-19fg 6-7ft,0,0,5000,-200, 5500,100,,,22,0,2,12,,2,65.79,-1.29
38,3816,"Williams, Louis",Louis Williams,20181030,lac,okc,A,20181030-lac-okc,20,110,128,0,24.7666666666667,1,1,25.5,27.75,26.5,25.5,17pt 5rb 3as 1st 5to 1trey 4-11fg 8-8ft,0,0,5200,0, 5400,0,,,22,0,2,12,,2,62.55,+3.35
39,3816,"Williams, Louis",Louis Williams,20181028,lac,was,H,20181028-was-lac,21.5,136,104,0,15.7333333333333,1,1,28,28.5,28,28,17pt 6as 1st 1to 2trey 7-13fg 1-1ft,0,0,5200,-100, 5400,300,,,22,-2,2,12,,2,65.70,+0.20
40,3816,"Williams, Louis",Louis Williams,20181026,lac,hou,A,20181026-lac-hou,20,133,113,0,26.3833333333333,1,1,25.7,28.75,29.75,25.7,23pt 1rb 3as 3to 3trey 7-9fg 6-6ft,0,0,5300,-200, 5100,-100,,,24,-1,2,12,,2,65.66,+0.59
41,3816,"Williams, Louis",Louis Williams,20181023,lac,nor,A,20181023-lac-nor,20,109,116,0,26.1,1,1,18.1,20.25,18.25,18.1,17pt 3rb 1as 4to 8-15fg 1-2ft,0,0,5500,-700, 5200,-100,,,25,-2,2,12,,2,67.21,-1.60
42,3816,"Williams, Louis",Louis Williams,20181021,lac,hou,H,20181021-hou-lac,21,115,112,0,25.05,1,1,25,24.25,21,25,12pt 5rb 2as 1st 1bl 2to 3-16fg 6-6ft,0,0,6200,-200, 5300,-500,,,27,0,2,12,,2,65.34,+0.27
43,3816,"Williams, Louis",Louis Williams,20181019,lac,okc,H,20181019-okc-lac,22.5,108,92,0,26.4833333333333,1,1,20.7,21.75,20.75,20.7,17pt 1rb 1as 1st 2to 2trey 4-12fg 7-7ft,0,0,6400,-500, 5800,-600,,,27,0,2,12,,2,65.61,+0.21
44,3816,"Williams, Louis",Louis Williams,20181017,lac,den,H,20181017-den-lac,22.5,98,107,0,24.4166666666667,1,1,21.7,23.25,22.5,21.7,14pt 1rb 5as 1to 2trey 4-10fg 4-5ft,0,0,6900,, 6400,,,,27,,2,12,,2,65.93,+0.04
45,5153,"Mason III, Frank",Frank Mason III,20181109,sac,min,H,20181109-min-sac,22,121,110,0,14.8333333333333,1,1,11.1,12.75,12.5,11.1,6pt 3rb 3as 3to 1-2fg 4-4ft,0,0,3700,-200, 3600,0,,,10,0,2,1,,1,66.94,-0.49
46,5153,"Mason III, Frank",Frank Mason III,20181107,sac,tor,H,20181107-tor-sac,22,105,114,0,7.11666666666667,1,1,10.9,10.5,10,10.9,2pt 2rb 3as 1bl 1to 1-3fg,0,0,3900,100, 3600,200,,,10,0,2,1,,1,66.48,-1.37
47,5153,"Mason III, Frank",Frank Mason III,20181104,sac,mil,A,20181104-sac-mil,15.5,109,144,0,22.1833333333333,1,1,22.4,21,19.25,22.4,6pt 2rb 6as 1st 1bl 1to 3-8fg 0-2ft,0,0,3800,0,,,,,10,0,2,,,2,63.28,+1.40
48,5153,"Mason III, Frank",Frank Mason III,20181101,sac,atl,A,20181101-sac-atl,19.5,146,115,0,12.65,1,1,15.7,14.75,12.75,15.7,4pt 1rb 5as 1st 0-6fg 4-6ft,0,0,3800,200, 3400,200,,,10,0,2,1,,1,61.32,+5.57
49,5153,"Mason III, Frank",Frank Mason III,20181030,sac,orl,A,20181030-sac-orl,19,107,99,0,20.7833333333333,1,1,18.5,17.5,16.25,18.5,7pt 5as 2st 2to 2-7fg 3-3ft,0,0,3600,0, 3200,-100,,,10,0,2,1,,1,66.89,-0.07
50,5153,"Mason III, Frank",Frank Mason III,20181029,sac,mia,A,20181029-sac-mia,19.5,123,113,0,17.6,1,1,18.9,18.5,17,18.9,6pt 2rb 5as 1st 1trey 2-8fg 1-3ft,0,0,3600,0, 3300,-100,,,10,-1,2,12,,1,66.89,-2.37
51,5153,"Mason III, Frank",Frank Mason III,20181026,sac,was,H,20181026-was-sac,22,116,112,0,8.1,1,1,5.7,5.75,5,5.7,3pt 1rb 1as 1-4fg 1-1ft,0,0,3600,-200, 3400,-100,,,11,-2,2,1,,2,66.66,-2.14
52,5153,"Mason III, Frank",Frank Mason III,20181024,sac,mem,H,20181024-mem-sac,22,97,92,0,12.9333333333333,1,1,12.4,12.5,12.75,12.4,5pt 2rb 2as 1bl 1to 1trey 2-3fg,0,0,3800,0, 3500,-100,,,13,0,2,12,,2,66.62,-6.90
53,5153,"Mason III, Frank",Frank Mason III,20181023,sac,den,A,20181023-sac-den,21,112,126,0,27.45,1,1,30.5,32.25,32.25,30.5,14pt 5rb 7as 1st 3to 2trey 6-10fg,0,0,3800,0, 3600,-200,,,13,3,2,1,,2,44.74,+20.50
54,5153,"Mason III, Frank",Frank Mason III,20181021,sac,okc,A,20181021-sac-okc,19,131,120,0,0,0,1,0,0,0,0,,0,0,3800,100, 3800,200,,,10,-5,2,1,,1,62.55,+4.43
55,5153,"Mason III, Frank",Frank Mason III,20181019,sac,nor,A,20181019-sac-nor,20,129,149,0,21.0833333333333,1,1,31.2,30.75,29.5,31.2,18pt 1rb 6as 1st 1trey 7-13fg 3-4ft,0,0,3700,-700, 3600,-100,,,15,0,2,1,,1,67.16,-0.28
56,5153,"Mason III, Frank",Frank Mason III,20181017,sac,uta,H,20181017-uta-sac,22,117,123,0,4.98333333333333,1,1,3,3.5,3.75,3,3pt 1trey 1-2fg,0,0,4400,, 3700,,,,15,,2,12,,1,66.71,+0.17
57,5006,"Baker, Ron",Ron Baker,20181111,nyk,orl,H,20181111-orl-nyk,19.5,,,,,,,,,,,,,,3500,0, 3000,0,,,10,0,2,12,,2,,
58,5006,"Baker, Ron",Ron Baker,20181107,nyk,atl,A,20181107-nyk-atl,19.5,112,107,0,0,0,1,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,2,12,,2,62.73,+4.47
59,5006,"Baker, Ron",Ron Baker,20181105,nyk,chi,H,20181105-chi-nyk,19.5,115,116,0,0,0,1,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,2,12,,2,67.21,-0.01
60,5006,"Baker, Ron",Ron Baker,20181104,nyk,was,A,20181104-nyk-was,18,95,108,0,2.16666666666667,1,1,0,0,-0.25,0,0pt 0-1fg,0,0,3500,0, 3000,0,,,10,0,2,12,,2,68.40,-2.98
61,5006,"Baker, Ron",Ron Baker,20181102,nyk,dal,A,20181102-nyk-dal,20.5,118,106,0,0,0,1,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,2,12,,2,63.97,+2.35
62,5006,"Baker, Ron",Ron Baker,20181031,nyk,ind,H,20181031-ind-nyk,20,101,107,0,0,0,1,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,2,12,,2,66.11,+0.21
63,5006,"Baker, Ron",Ron Baker,20181029,nyk,bkn,H,20181029-bkn-nyk,19.5,115,96,0,2.4,1,1,3,2,1.75,3,0pt 1st 0-1fg,0,0,3500,0, 3000,0,,,10,0,2,12,,2,65.98,+0.49
64,5006,"Baker, Ron",Ron Baker,20181026,nyk,gsw,H,20181026-gsw-nyk,19.5,100,128,0,0,0,1,0,0,0,0,,0,0,3500,0, 3000,0,,,10,0,2,12,,2,66.80,-0.34
65,5006,"Baker, Ron",Ron Baker,20181024,nyk,mia,A,20181024-nyk-mia,19.5,87,110,0,17.7166666666667,1,1,3,2,1.5,3,0pt 1st 0-2fg,0,0,3500,0, 3000,-200,,,10,0,2,12,,2,66.34,-1.06
66,5006,"Baker, Ron",Ron Baker,20181022,nyk,mil,A,20181022-nyk-mil,20,113,124,0,1.16666666666667,1,1,0,0,0,0,0pt,0,0,3500,-100, 3200,0,,,10,0,2,12,,2,64.33,+1.73
67,5006,"Baker, Ron",Ron Baker,20181020,nyk,bos,H,20181020-bos-nyk,19.5,101,103,0,12.45,1,1,5,5,5,5,2pt 2as 1-1fg,0,0,3600,0, 3200,0,,,10,0,2,12,,2,64.88,+1.18
68,5006,"Baker, Ron",Ron Baker,20181019,nyk,bkn,A,20181019-nyk-bkn,19.5,105,107,0,18.0666666666667,1,1,2.5,2.5,1.5,2.5,1pt 1as 0-3fg 1-2ft,0,0,3600,100, 3200,0,,,10,0,2,12,,2,66.84,-0.03
69,5006,"Baker, Ron",Ron Baker,20181017,nyk,atl,H,20181017-atl-nyk,19.5,126,107,0,27.4333333333333,1,1,13.8,14,13.25,13.8,2pt 4rb 4as 1st 2to 0-3fg 2-2ft,0,0,3500,, 3200,,,,10,,2,12,,2,66.52,+0.29
70,4379,"Irving, Kyrie",Kyrie Irving,20181111,bos,por,A,20181111-bos-por,21,,,,,,,,,,,,,,8500,0, 7600,0,,,31,-1,1,1,,1,,
71,4379,"Irving, Kyrie",Kyrie Irving,20181109,bos,uta,A,20181109-bos-uta,21.5,115,123,0,0,0,1,0,0,0,0,,0,0,8500,0, 7600,-400,,,32,0,1,1,,1,48.17,+9.68
72,4379,"Irving, Kyrie",Kyrie Irving,20181108,bos,pho,A,20181108-bos-pho,21,116,109,1,43.2833333333333,1,1,65.4,66.25,65.5,65.4,39pt 7rb 6as 3st 1bl 3to 6trey 13-28fg 7-7ft,0,0,8500,800, 8000,300,,,32,1,1,1,,1,61.82,-4.71
73,4379,"Irving, Kyrie",Kyrie Irving,20181105,bos,den,A,20181105-bos-den,21,107,115,1,33.95,1,1,54.5,53.75,54.75,54.5,31pt 5rb 5as 3st 1bl 2to 4trey 13-17fg 1-1ft,0,0,7700,-100, 7700,-300,,,31,0,1,1,,1,44.15,+21.70
74,4379,"Irving, Kyrie",Kyrie Irving,20181103,bos,ind,A,20181103-bos-ind,19,101,102,1,27.3833333333333,1,1,29.7,32.5,33,29.7,18pt 6rb 3as 1bl 3to 4trey 6-12fg 2-2ft,0,0,7800,200, 8000,300,,,31,1,1,1,,1,64.74,+1.51
75,4379,"Irving, Kyrie",Kyrie Irving,20181101,bos,mil,H,20181101-mil-bos,20,117,113,1,33.2833333333333,1,1,49.1,50.25,50.75,49.1,28pt 3rb 7as 1st 2bl 2to 6trey 10-20fg 2-2ft,0,0,7600,100, 7700,700,,,30,2,1,1,,1,66.25,0.00
76,4379,"Irving, Kyrie",Kyrie Irving,20181030,bos,det,H,20181030-det-bos,19.5,108,105,1,33.4166666666667,1,1,45.5,47.75,48,45.5,31pt 5rb 5as 1st 2to 4trey 10-16fg 7-8ft,0,0,7500,-200, 7000,-100,,,28,-2,1,1,,1,66.80,-1.50
77,4379,"Irving, Kyrie",Kyrie Irving,20181027,bos,det,A,20181027-bos-det,19,109,89,1,23.45,1,1,22.9,22.75,22.25,22.9,3pt 7rb 5as 1st 1bl 2to 1trey 1-5fg,0,0,7700,0, 7100,-200,,,30,-1,1,1,,1,63.10,+2.00
78,4379,"Irving, Kyrie",Kyrie Irving,20181025,bos,okc,A,20181025-bos-okc,20,101,95,1,33.55,1,1,25.5,28.25,26.75,25.5,15pt 5rb 5as 3to 2trey 6-13fg 1-4ft,0,0,7700,-300, 7300,300,,,31,0,1,1,,1,62.55,+3.70
79,4379,"Irving, Kyrie",Kyrie Irving,20181022,bos,orl,H,20181022-orl-bos,19.5,90,93,1,34.0166666666667,1,1,44.1,44.5,43.25,44.1,22pt 8rb 5as 2st 1bl 4to 2trey 10-19fg,0,0,8000,200, 7000,-300,,,31,-1,1,1,,1,67.30,-1.05
80,4379,"Irving, Kyrie",Kyrie Irving,20181020,bos,nyk,A,20181020-bos-nyk,19.5,103,101,1,32.1,1,1,28.7,27.75,24.75,28.7,16pt 1rb 5as 2st 2to 5-16fg 6-7ft,0,0,7800,-200, 7300,700,,,32,0,1,1,,1,64.88,+1.10
81,4379,"Irving, Kyrie",Kyrie Irving,20181019,bos,tor,A,20181019-bos-tor,20,101,113,1,35.9333333333333,1,1,36.8,37,35,36.8,21pt 4rb 6as 1bl 1to 1trey 10-20fg,0,0,8000,-400, 6600,-1000,,,32,-1,1,1,,1,64.70,+2.16
82,4379,"Irving, Kyrie",Kyrie Irving,20181016,bos,phi,H,20181016-phi-bos,20,105,87,1,29,1,1,19.3,21.5,19,19.3,7pt 4rb 7as 3to 1trey 2-14fg 2-2ft,0,0,8400,, 7600,,,,33,,1,1,,1,66.66,+0.20
83,4863,"Cook, Quinn",Quinn Cook,20181108,gsw,mil,H,20181108-mil-gsw,22.5,111,134,0,18.7333333333333,1,1,20.9,24.5,25.25,20.9,15pt 2rb 5as 4to 3trey 6-9fg,0,0,3700,100, 3000,0,,,10,0,1,1,,1,66.89,-0.19
84,4863,"Cook, Quinn",Quinn Cook,20181105,gsw,mem,H,20181105-mem-gsw,22.5,117,101,0,19.3166666666667,1,1,21.9,24.75,25.75,21.9,13pt 7rb 1as 1to 4trey 4-8fg 1-1ft,0,0,3600,0, 3000,0,,,10,0,1,1,,1,66.25,+0.35
85,4863,"Cook, Quinn",Quinn Cook,20181102,gsw,min,H,20181102-min-gsw,22.5,116,99,0,0,0,1,0,0,0,0,,0,0,3600,0, 3000,0,,,10,0,1,1,,1,66.66,-0.06
86,4863,"Cook, Quinn",Quinn Cook,20181031,gsw,nor,H,20181031-nor-gsw,22.5,131,121,0,0,0,1,0,0,0,0,,0,0,3600,100, 3000,0,,,10,0,1,1,,1,66.98,-0.92
87,4863,"Cook, Quinn",Quinn Cook,20181029,gsw,chi,A,20181029-gsw-chi,20,149,124,0,16.8833333333333,1,1,18.9,20,19,18.9,16pt 2rb 1as 1to 1trey 6-12fg 3-3ft,0,0,3500,0, 3000,-200,,,10,0,1,1,,1,64.38,+1.92
88,4863,"Cook, Quinn",Quinn Cook,20181028,gsw,bkn,A,20181028-gsw-bkn,17,120,114,0,0,0,1,0,0,0,0,,0,0,3500,0,,,,,10,0,1,,,1,65.52,+1.16
89,4863,"Cook, Quinn",Quinn Cook,20181026,gsw,nyk,A,20181026-gsw-nyk,19.5,128,100,0,2.06666666666667,1,1,1.2,1.25,1,1.2,0pt 1rb 0-1fg,0,0,3500,0, 3200,-100,,,10,0,1,1,,1,66.80,-2.50
90,4863,"Cook, Quinn",Quinn Cook,20181024,gsw,was,H,20181024-was-gsw,22.5,144,122,0,6.73333333333333,1,1,10.5,10.5,10.25,10.5,7pt 1as 1st 1to 1trey 3-6fg,0,0,3500,0, 3300,100,,,10,0,1,1,,1,66.48,-2.18
91,4863,"Cook, Quinn",Quinn Cook,20181022,gsw,pho,H,20181022-pho-gsw,22.5,123,103,0,18.95,1,1,14.2,14.25,13.5,14.2,8pt 1rb 2as 1st 1to 1trey 2-6fg 3-4ft,0,0,3500,0, 3200,0,,,10,0,1,1,,1,66.16,-8.09
92,4863,"Cook, Quinn",Quinn Cook,20181021,gsw,den,A,20181021-gsw-den,20,98,100,0,10.85,1,1,0,0,-0.25,0,0pt 0-1fg,0,0,3500,0, 3200,0,,,10,0,1,1,,1,44.61,+14.84
93,4863,"Cook, Quinn",Quinn Cook,20181019,gsw,uta,A,20181019-gsw-uta,22.5,124,123,0,3.1,1,1,0,0,0,0,0pt,0,0,3500,0, 3200,0,,,10,0,1,1,,1,48.21,+18.75
94,4863,"Cook, Quinn",Quinn Cook,20181016,gsw,okc,H,20181016-okc-gsw,22.5,108,100,0,13.2,1,1,4.7,5.75,6,4.7,3pt 1rb 1as 1to 1trey 1-2fg,0,0,3500,, 3200,,,,10,,1,1,,1,66.89,+0.07
95,4628,"Hardaway Jr., Tim",Tim Hardaway Jr.,20181111,nyk,orl,H,20181111-orl-nyk,19.5,,,,,,,,,,,,,,7800,300, 7300,-500,,,29,4,2,23,,2,,
96,4628,"Hardaway Jr., Tim",Tim Hardaway Jr.,20181107,nyk,atl,A,20181107-nyk-atl,19.5,112,107,1,36.5666666666667,1,1,49.7,47.75,44.25,49.7,34pt 1rb 3as 3st 1bl 2to 2trey 8-22fg 16-20ft,0,0,7500,-400, 7800,200,,,25,-3,2,23,,2,62.73,+4.47
97,4628,"Hardaway Jr., Tim",Tim Hardaway Jr.,20181105,nyk,chi,H,20181105-chi-nyk,19.5,115,116,0,0,0,1,0,0,0,0,,0,0,7900,400, 7600,300,,,28,0,2,23,,2,67.21,-0.01
98,4628,"Hardaway Jr., Tim",Tim Hardaway Jr.,20181104,nyk,was,A,20181104-nyk-was,18,95,108,1,24.3,1,1,16.8,18,16,16.8,7pt 4rb 4as 1to 1trey 2-10fg 2-4ft,0,0,7500,-100, 7300,200,,,28,2,2,23,,2,68.40,-2.98
99,4628,"Hardaway Jr., Tim",Tim Hardaway Jr.,20181102,nyk,dal,A,20181102-nyk-dal,20.5,118,106,1,33.8166666666667,1,1,30.7,33,32.5,30.7,18pt 6rb 3as 1st 2to 4trey 7-17fg,0,0,7600,600, 7100,300,,,26,0,2,23,,2,63.97,+2.35
100,4628,"Hardaway Jr., Tim",Tim Hardaway Jr.,20181031,nyk,ind,H,20181031-ind-nyk,20,101,107,1,37.9333333333333,1,1,34.7,40.75,42,34.7,37pt 1rb 1as 5to 7trey 10-19fg 10-10ft,0,0,7000,300, 6800,0,,,26,1,2,23,,2,66.11,+0.21
101,4628,"Hardaway Jr., Tim",Tim Hardaway Jr.,20181029,nyk,bkn,H,20181029-bkn-nyk,19.5,115,96,1,34.9,1,1,44,45.75,44.25,44,25pt 5rb 8as 1st 2to 3trey 8-19fg 6-7ft,0,0,6700,0, 6800,300,,,25,-1,2,23,,2,65.98,+0.49
102,4628,"Hardaway Jr., Tim",Tim Hardaway Jr.,20181026,nyk,gsw,H,20181026-gsw-nyk,19.5,100,128,1,34.6833333333333,1,1,29.4,33,31.75,29.4,24pt 2rb 4as 3to 4trey 9-21fg 2-3ft,0,0,6700,0, 6500,-300,,,26,0,2,23,,2,66.80,-0.34
103,4628,"Hardaway Jr., Tim",Tim Hardaway Jr.,20181024,nyk,mia,A,20181024-nyk-mia,19.5,87,110,1,22.75,1,1,20.6,21.75,21.25,20.6,14pt 3rb 2as 2trey 4-10fg 4-4ft,0,0,6700,-700, 6800,-300,,,26,0,2,23,,2,66.34,-1.06
104,4628,"Hardaway Jr., Tim",Tim Hardaway Jr.,20181022,nyk,mil,A,20181022-nyk-mil,20,113,124,1,33.7333333333333,1,1,28.9,31.5,29.5,28.9,24pt 2rb 3as 2to 3trey 10-23fg 1-2ft,0,0,7400,100, 7100,100,,,26,2,2,23,,2,64.33,+1.73
105,4628,"Hardaway Jr., Tim",Tim Hardaway Jr.,20181020,nyk,bos,H,20181020-bos-nyk,19.5,101,103,1,37.4,1,1,32.1,35.25,34.5,32.1,24pt 3rb 3as 1st 3to 5trey 8-21fg 3-3ft,0,0,7300,300, 7000,-300,,,24,6,2,23,,3,64.88,+1.18
106,4628,"Hardaway Jr., Tim",Tim Hardaway Jr.,20181019,nyk,bkn,A,20181019-nyk-bkn,19.5,105,107,1,36.4666666666667,1,1,38.4,38,35.5,38.4,29pt 2rb 3st 2to 3trey 10-25fg 6-7ft,0,0,7000,700, 7300,700,,,18,0,2,23,,3,66.84,-0.03
